phi(digree),phi(radians),u,M
3.736868434,0.065220658,0.014650083,-504.3799491
3.781890945,0.066006449,0.0146469,-504.2876127
3.826913457,0.06679224,0.014643678,-504.1937841
3.871935968,0.067578031,0.014640419,-504.098465
3.916958479,0.068363822,0.014637122,-504.001657
3.96198099,0.069149613,0.014633786,-503.9033618
4.007003502,0.069935404,0.014630413,-503.803581
4.052026013,0.070721195,0.014627003,-503.7023164
4.097048524,0.071506986,0.014623554,-503.5995694
4.142071036,0.072292777,0.014620067,-503.4953417
4.187093547,0.073078568,0.014616543,-503.3896351
4.232116058,0.07386436,0.014612981,-503.2824511
4.277138569,0.074650151,0.014609381,-503.1737914
4.322161081,0.075435942,0.014605743,-503.0636576
4.367183592,0.076221733,0.014602067,-502.9520514
4.412206103,0.077007524,0.014598354,-502.8389743
4.457228614,0.077793315,0.014594602,-502.7244282
4.502251126,0.078579106,0.014590813,-502.6084145
4.547273637,0.079364897,0.014586986,-502.4909349
4.592296148,0.080150688,0.014583122,-502.3719912
4.637318659,0.080936479,0.01457922,-502.2515848
4.682341171,0.08172227,0.01457528,-502.1297176
4.727363682,0.082508061,0.014571302,-502.006391
4.772386193,0.083293852,0.014567286,-501.8816068
4.817408704,0.084079643,0.014563233,-501.7553666
4.862431216,0.084865434,0.014559142,-501.627672
4.907453727,0.085651225,0.014555014,-501.4985247
4.952476238,0.086437016,0.014550847,-501.3679263
4.997498749,0.087222808,0.014546644,-501.2358785
5.042521261,0.088008599,0.014542402,-501.1023828
5.087543772,0.08879439,0.014538123,-500.9674411
5.132566283,0.089580181,0.014533806,-500.8310548
5.177588794,0.090365972,0.014529451,-500.6932256
5.222611306,0.091151763,0.014525059,-500.5539553
5.267633817,0.091937554,0.01452063,-500.4132453
5.312656328,0.092723345,0.014516162,-500.2710975
5.357678839,0.093509136,0.014511657,-500.1275133
5.402701351,0.094294927,0.014507115,-499.9824944
5.447723862,0.095080718,0.014502535,-499.8360426
5.492746373,0.095866509,0.014497917,-499.6881594
5.537768884,0.0966523,0.014493262,-499.5388465
5.582791396,0.097438091,0.014488569,-499.3881055
5.627813907,0.098223882,0.014483839,-499.235938
5.672836418,0.099009673,0.014479072,-499.0823458
5.717858929,0.099795464,0.014474267,-498.9273304
5.762881441,0.100581256,0.014469424,-498.7708935
5.807903952,0.101367047,0.014464544,-498.6130367
5.852926463,0.102152838,0.014459626,-498.4537617
5.897948974,0.102938629,0.014454671,-498.2930701
5.942971486,0.10372442,0.014449679,-498.1309636
5.987993997,0.104510211,0.014444649,-497.9674438
6.033016508,0.105296002,0.014439582,-497.8025123
6.07803902,0.106081793,0.014434477,-497.6361708
6.123061531,0.106867584,0.014429335,-497.468421
6.168084042,0.107653375,0.014424156,-497.2992644
6.213106553,0.108439166,0.014418939,-497.1287027
6.258129065,0.109224957,0.014413685,-496.9567376
6.303151576,0.110010748,0.014408393,-496.7833707
6.348174087,0.110796539,0.014403065,-496.6086037
6.393196598,0.11158233,0.014397699,-496.4324381
6.43821911,0.112368121,0.014392295,-496.2548757
6.483241621,0.113153912,0.014386855,-496.075918
6.528264132,0.113939704,0.014381377,-495.8955668
6.573286643,0.114725495,0.014375862,-495.7138236
6.618309155,0.115511286,0.014370309,-495.5306901
6.663331666,0.116297077,0.01436472,-495.3461679
6.708354177,0.117082868,0.014359093,-495.1602588
6.753376688,0.117868659,0.014353429,-494.9729643
6.7983992,0.11865445,0.014347728,-494.784286
6.843421711,0.119440241,0.014341989,-494.5942257
6.888444222,0.120226032,0.014336214,-494.4027849
6.933466733,0.121011823,0.014330401,-494.2099653
6.978489245,0.121797614,0.014324551,-494.0157686
7.023511756,0.122583405,0.014318664,-493.8201963
7.068534267,0.123369196,0.01431274,-493.6232502
7.113556778,0.124154987,0.014306779,-493.4249319
7.15857929,0.124940778,0.014300781,-493.2252429
7.203601801,0.125726569,0.014294746,-493.024185
7.248624312,0.12651236,0.014288674,-492.8217598
7.293646823,0.127298152,0.014282564,-492.617969
7.338669335,0.128083943,0.014276418,-492.4128142
7.383691846,0.128869734,0.014270235,-492.2062969
7.428714357,0.129655525,0.014264015,-491.998419
7.473736868,0.130441316,0.014257757,-491.7891819
7.51875938,0.131227107,0.014251463,-491.5785874
7.563781891,0.132012898,0.014245132,-491.3666371
7.608804402,0.132798689,0.014238764,-491.1533327
7.653826913,0.13358448,0.014232359,-490.9386757
7.698849425,0.134370271,0.014225918,-490.7226679
7.743871936,0.135156062,0.014219439,-490.5053108
7.788894447,0.135941853,0.014212923,-490.2866062
7.833916958,0.136727644,0.014206371,-490.0665556
7.87893947,0.137513435,0.014199782,-489.8451606
7.923961981,0.138299226,0.014193156,-489.6224231
7.968984492,0.139085017,0.014186493,-489.3983445
8.014007004,0.139870808,0.014179794,-489.1729265
8.059029515,0.1406566,0.014173057,-488.9461708
8.104052026,0.141442391,0.014166284,-488.7180791
8.149074537,0.142228182,0.014159475,-488.4886528
8.194097049,0.143013973,0.014152628,-488.2578938
8.23911956,0.143799764,0.014145745,-488.0258036
8.284142071,0.144585555,0.014138825,-487.7923839
8.329164582,0.145371346,0.014131869,-487.5576363
8.374187094,0.146157137,0.014124876,-487.3215625
8.419209605,0.146942928,0.014117846,-487.0841641
8.464232116,0.147728719,0.01411078,-486.8454428
8.509254627,0.14851451,0.014103677,-486.6054001
8.554277139,0.149300301,0.014096537,-486.3640378
8.59929965,0.150086092,0.014089361,-486.1213574
8.644322161,0.150871883,0.014082149,-485.8773607
8.689344672,0.151657674,0.014074899,-485.6320493
8.734367184,0.152443465,0.014067614,-485.3854247
8.779389695,0.153229256,0.014060292,-485.1374887
8.824412206,0.154015048,0.014052933,-484.8882429
8.869434717,0.154800839,0.014045538,-484.637689
8.914457229,0.15558663,0.014038107,-484.3858285
8.95947974,0.156372421,0.014030639,-484.1326631
9.004502251,0.157158212,0.014023135,-483.8781945
9.049524762,0.157944003,0.014015594,-483.6224244
9.094547274,0.158729794,0.014008017,-483.3653542
9.139569785,0.159515585,0.014000404,-483.1069858
9.184592296,0.160301376,0.013992755,-482.8473207
9.229614807,0.161087167,0.013985069,-482.5863606
9.274637319,0.161872958,0.013977347,-482.324107
9.31965983,0.162658749,0.013969588,-482.0605618
9.364682341,0.16344454,0.013961794,-481.7957265
9.409704852,0.164230331,0.013953963,-481.5296027
9.454727364,0.165016122,0.013946096,-481.2621921
9.499749875,0.165801913,0.013938192,-480.9934963
9.544772386,0.166587704,0.013930253,-480.7235171
9.589794897,0.167373496,0.013922278,-480.4522559
9.634817409,0.168159287,0.013914266,-480.1797145
9.67983992,0.168945078,0.013906218,-479.9058945
9.724862431,0.169730869,0.013898134,-479.6307976
9.769884942,0.17051666,0.013890014,-479.3544253
9.814907454,0.171302451,0.013881858,-479.0767794
9.859929965,0.172088242,0.013873666,-478.7978615
9.904952476,0.172874033,0.013865438,-478.5176732
9.949974987,0.173659824,0.013857174,-478.2362161
9.994997499,0.174445615,0.013848875,-477.9534919
10.04002001,0.175231406,0.013840539,-477.6695023
10.08504252,0.176017197,0.013832167,-477.3842489
10.13006503,0.176802988,0.013823759,-477.0977333
10.17508754,0.177588779,0.013815316,-476.8099572
10.22011006,0.17837457,0.013806836,-476.5209222
10.26513257,0.179160361,0.013798321,-476.23063
10.31015508,0.179946152,0.01378977,-475.9390822
10.35517759,0.180731944,0.013781183,-475.6462804
10.4002001,0.181517735,0.01377256,-475.3522263
10.44522261,0.182303526,0.013763902,-475.0569216
10.49024512,0.183089317,0.013755208,-474.7603678
10.53526763,0.183875108,0.013746478,-474.4625666
10.58029015,0.184660899,0.013737712,-474.1635197
10.62531266,0.18544669,0.013728911,-473.8632287
10.67033517,0.186232481,0.013720074,-473.5616953
10.71535768,0.187018272,0.013711202,-473.258921
10.76038019,0.187804063,0.013702294,-472.9549076
10.8054027,0.188589854,0.01369335,-472.6496566
10.85042521,0.189375645,0.013684371,-472.3431698
10.89544772,0.190161436,0.013675356,-472.0354487
10.94047024,0.190947227,0.013666306,-471.726495
10.98549275,0.191733018,0.01365722,-471.4163103
11.03051526,0.192518809,0.013648099,-471.1048964
11.07553777,0.1933046,0.013638942,-470.7922548
11.12056028,0.194090392,0.01362975,-470.4783871
11.16558279,0.194876183,0.013620522,-470.1632951
11.2106053,0.195661974,0.013611259,-469.8469803
11.25562781,0.196447765,0.013601961,-469.5294444
11.30065033,0.197233556,0.013592627,-469.2106891
11.34567284,0.198019347,0.013583259,-468.8907159
11.39069535,0.198805138,0.013573854,-468.5695266
11.43571786,0.199590929,0.013564415,-468.2471228
11.48074037,0.20037672,0.01355494,-467.923506
11.52576288,0.201162511,0.01354543,-467.5986781
11.57078539,0.201948302,0.013535885,-467.2726405
11.6158079,0.202734093,0.013526305,-466.945395
11.66083042,0.203519884,0.013516689,-466.6169431
11.70585293,0.204305675,0.013507039,-466.2872866
11.75087544,0.205091466,0.013497353,-465.956427
11.79589795,0.205877257,0.013487632,-465.6243661
11.84092046,0.206663048,0.013477877,-465.2911054
11.88594297,0.20744884,0.013468086,-464.9566466
11.93096548,0.208234631,0.01345826,-464.6209914
11.97598799,0.209020422,0.013448399,-464.2841413
12.02101051,0.209806213,0.013438503,-463.9460981
12.06603302,0.210592004,0.013428573,-463.6068634
12.11105553,0.211377795,0.013418607,-463.2664387
12.15607804,0.212163586,0.013408606,-462.9248258
12.20110055,0.212949377,0.013398571,-462.5820263
12.24612306,0.213735168,0.013388501,-462.2380419
12.29114557,0.214520959,0.013378396,-461.8928741
12.33616808,0.21530675,0.013368256,-461.5465247
12.3811906,0.216092541,0.013358081,-461.1989952
12.42621311,0.216878332,0.013347872,-460.8502873
12.47123562,0.217664123,0.013337628,-460.5004027
12.51625813,0.218449914,0.013327349,-460.149343
12.56128064,0.219235705,0.013317036,-459.7971098
12.60630315,0.220021496,0.013306688,-459.4437048
12.65132566,0.220807288,0.013296305,-459.0891297
12.69634817,0.221593079,0.013285888,-458.733386
12.74137069,0.22237887,0.013275437,-458.3764754
12.7863932,0.223164661,0.01326495,-458.0183995
12.83141571,0.223950452,0.01325443,-457.6591601
12.87643822,0.224736243,0.013243874,-457.2987587
12.92146073,0.225522034,0.013233285,-456.937197
12.96648324,0.226307825,0.01322266,-456.5744766
13.01150575,0.227093616,0.013212002,-456.2105991
13.05652826,0.227879407,0.013201309,-455.8455663
13.10155078,0.228665198,0.013190582,-455.4793797
13.14657329,0.229450989,0.01317982,-455.1120411
13.1915958,0.23023678,0.013169024,-454.7435519
13.23661831,0.231022571,0.013158194,-454.373914
13.28164082,0.231808362,0.01314733,-454.0031288
13.32666333,0.232594153,0.013136431,-453.6311982
13.37168584,0.233379945,0.013125498,-453.2581236
13.41670835,0.234165736,0.013114531,-452.8839068
13.46173087,0.234951527,0.01310353,-452.5085494
13.50675338,0.235737318,0.013092495,-452.132053
13.55177589,0.236523109,0.013081426,-451.7544193
13.5967984,0.2373089,0.013070322,-451.3756499
13.64182091,0.238094691,0.013059185,-450.9957465
13.68684342,0.238880482,0.013048014,-450.6147107
13.73186593,0.239666273,0.013036808,-450.2325441
13.77688844,0.240452064,0.013025569,-449.8492485
13.82191096,0.241237855,0.013014296,-449.4648253
13.86693347,0.242023646,0.013002989,-449.0792764
13.91195598,0.242809437,0.012991648,-448.6926033
13.95697849,0.243595228,0.012980273,-448.3048076
14.002001,0.244381019,0.012968864,-447.915891
14.04702351,0.24516681,0.012957422,-447.5258552
14.09204602,0.245952601,0.012945946,-447.1347018
14.13706853,0.246738393,0.012934436,-446.7424324
14.18209105,0.247524184,0.012922892,-446.3490487
14.22711356,0.248309975,0.012911315,-445.9545523
14.27213607,0.249095766,0.012899704,-445.5589449
14.31715858,0.249881557,0.01288806,-445.1622281
14.36218109,0.250667348,0.012876382,-444.7644035
14.4072036,0.251453139,0.01286467,-444.3654728
14.45222611,0.25223893,0.012852925,-443.9654377
14.49724862,0.253024721,0.012841146,-443.5642997
14.54227114,0.253810512,0.012829334,-443.1620606
14.58729365,0.254596303,0.012817489,-442.7587219
14.63231616,0.255382094,0.01280561,-442.3542853
14.67733867,0.256167885,0.012793697,-441.9487524
14.72236118,0.256953676,0.012781752,-441.542125
14.76738369,0.257739467,0.012769773,-441.1344046
14.8124062,0.258525258,0.012757761,-440.7255928
14.85742871,0.259311049,0.012745715,-440.3156914
14.90245123,0.260096841,0.012733636,-439.9047019
14.94747374,0.260882632,0.012721524,-439.4926261
14.99249625,0.261668423,0.012709379,-439.0794654
15.03751876,0.262454214,0.012697201,-438.6652217
15.08254127,0.263240005,0.01268499,-438.2498965
15.12756378,0.264025796,0.012672745,-437.8334915
15.17258629,0.264811587,0.012660468,-437.4160083
15.2176088,0.265597378,0.012648157,-436.9974486
15.26263132,0.266383169,0.012635814,-436.5778139
15.30765383,0.26716896,0.012623437,-436.157106
15.35267634,0.267954751,0.012611028,-435.7353265
15.39769885,0.268740542,0.012598585,-435.312477
15.44272136,0.269526333,0.01258611,-434.8885592
15.48774387,0.270312124,0.012573602,-434.4635747
15.53276638,0.271097915,0.012561062,-434.0375252
15.57778889,0.271883706,0.012548488,-433.6104123
15.62281141,0.272669497,0.012535882,-433.1822376
15.66783392,0.273455289,0.012523243,-432.7530028
15.71285643,0.27424108,0.012510571,-432.3227095
15.75787894,0.275026871,0.012497866,-431.8913594
15.80290145,0.275812662,0.01248513,-431.4589541
15.84792396,0.276598453,0.01247236,-431.0254953
15.89294647,0.277384244,0.012459558,-430.5909845
15.93796898,0.278170035,0.012446723,-430.1554236
15.9829915,0.278955826,0.012433856,-429.718814
16.02801401,0.279741617,0.012420956,-429.2811574
16.07303652,0.280527408,0.012408024,-428.8424555
16.11805903,0.281313199,0.01239506,-428.4027099
16.16308154,0.28209899,0.012382063,-427.9619223
16.20810405,0.282884781,0.012369034,-427.5200942
16.25312656,0.283670572,0.012355972,-427.0772275
16.29814907,0.284456363,0.012342879,-426.6333236
16.34317159,0.285242154,0.012329753,-426.1883842
16.3881941,0.286027945,0.012316594,-425.742411
16.43321661,0.286813737,0.012303404,-425.2954056
16.47823912,0.287599528,0.012290182,-424.8473696
16.52326163,0.288385319,0.012276927,-424.3983048
16.56828414,0.28917111,0.01226364,-423.9482127
16.61330665,0.289956901,0.012250322,-423.497095
16.65832916,0.290742692,0.012236971,-423.0449533
16.70335168,0.291528483,0.012223588,-422.5917893
16.74837419,0.292314274,0.012210173,-422.1376046
16.7933967,0.293100065,0.012196727,-421.6824008
16.83841921,0.293885856,0.012183248,-421.2261797
16.88344172,0.294671647,0.012169738,-420.7689427
16.92846423,0.295457438,0.012156196,-420.3106917
16.97348674,0.296243229,0.012142622,-419.8514282
17.01850925,0.29702902,0.012129016,-419.3911538
17.06353177,0.297814811,0.012115379,-418.9298703
17.10855428,0.298600602,0.01210171,-418.4675792
17.15357679,0.299386393,0.012088009,-418.0042823
17.1985993,0.300172185,0.012074277,-417.539981
17.24362181,0.300957976,0.012060513,-417.0746772
17.28864432,0.301743767,0.012046718,-416.6083723
17.33366683,0.302529558,0.012032891,-416.1410682
17.37868934,0.303315349,0.012019032,-415.6727663
17.42371186,0.30410114,0.012005143,-415.2034684
17.46873437,0.304886931,0.011991221,-414.7331761
17.51375688,0.305672722,0.011977269,-414.261891
17.55877939,0.306458513,0.011963285,-413.7896148
17.6038019,0.307244304,0.011949269,-413.3163491
17.64882441,0.308030095,0.011935223,-412.8420956
17.69384692,0.308815886,0.011921145,-412.3668559
17.73886943,0.309601677,0.011907036,-411.8906317
17.78389195,0.310387468,0.011892896,-411.4134245
17.82891446,0.311173259,0.011878725,-410.9352361
17.87393697,0.31195905,0.011864522,-410.4560681
17.91895948,0.312744841,0.011850289,-409.9759221
17.96398199,0.313530633,0.011836024,-409.4947997
18.0090045,0.314316424,0.011821729,-409.0127027
18.05402701,0.315102215,0.011807402,-408.5296326
18.09904952,0.315888006,0.011793045,-408.0455911
18.14407204,0.316673797,0.011778657,-407.5605799
18.18909455,0.317459588,0.011764238,-407.0746005
18.23411706,0.318245379,0.011749788,-406.5876546
18.27913957,0.31903117,0.011735307,-406.0997439
18.32416208,0.319816961,0.011720796,-405.61087
18.36918459,0.320602752,0.011706253,-405.1210346
18.4142071,0.321388543,0.011691681,-404.6302392
18.45922961,0.322174334,0.011677077,-404.1384856
18.50425213,0.322960125,0.011662443,-403.6457754
18.54927464,0.323745916,0.011647778,-403.1521102
18.59429715,0.324531707,0.011633083,-402.6574916
18.63931966,0.325317498,0.011618358,-402.1619214
18.68434217,0.326103289,0.011603601,-401.6654011
18.72936468,0.326889081,0.011588815,-401.1679324
18.77438719,0.327674872,0.011573998,-400.6695169
18.8194097,0.328460663,0.011559151,-400.1701563
18.86443222,0.329246454,0.011544273,-399.6698522
18.90945473,0.330032245,0.011529365,-399.1686063
18.95447724,0.330818036,0.011514427,-398.6664202
18.99949975,0.331603827,0.011499459,-398.1632955
19.04452226,0.332389618,0.01148446,-397.659234
19.08954477,0.333175409,0.011469432,-397.1542371
19.13456728,0.3339612,0.011454373,-396.6483067
19.17958979,0.334746991,0.011439284,-396.1414442
19.22461231,0.335532782,0.011424166,-395.6336514
19.26963482,0.336318573,0.011409017,-395.1249299
19.31465733,0.337104364,0.011393838,-394.6152814
19.35967984,0.337890155,0.01137863,-394.1047075
19.40470235,0.338675946,0.011363391,-393.5932098
19.44972486,0.339461737,0.011348123,-393.0807899
19.49474737,0.340247529,0.011332825,-392.5674496
19.53976988,0.34103332,0.011317497,-392.0531904
19.5847924,0.341819111,0.011302139,-391.5380141
19.62981491,0.342604902,0.011286752,-391.0219221
19.67483742,0.343390693,0.011271335,-390.5049163
19.71985993,0.344176484,0.011255889,-389.9869982
19.76488244,0.344962275,0.011240413,-389.4681695
19.80990495,0.345748066,0.011224907,-388.9484318
19.85492746,0.346533857,0.011209372,-388.4277867
19.89994997,0.347319648,0.011193807,-387.906236
19.94497249,0.348105439,0.011178213,-387.3837812
19.989995,0.34889123,0.01116259,-386.860424
20.03501751,0.349677021,0.011146937,-386.336166
20.08004002,0.350462812,0.011131256,-385.8110089
20.12506253,0.351248603,0.011115544,-385.2849543
20.17008504,0.352034394,0.011099804,-384.7580039
20.21510755,0.352820185,0.011084034,-384.2301592
20.26013007,0.353605977,0.011068235,-383.701422
20.30515258,0.354391768,0.011052408,-383.1717939
20.35017509,0.355177559,0.011036551,-382.6412765
20.3951976,0.35596335,0.011020665,-382.1098715
20.44022011,0.356749141,0.01100475,-381.5775805
20.48524262,0.357534932,0.010988806,-381.0444052
20.53026513,0.358320723,0.010972833,-380.5103472
20.57528764,0.359106514,0.010956831,-379.9754081
20.62031016,0.359892305,0.010940801,-379.4395895
20.66533267,0.360678096,0.010924741,-378.9028933
20.71035518,0.361463887,0.010908653,-378.3653208
20.75537769,0.362249678,0.010892537,-377.826874
20.8004002,0.363035469,0.010876391,-377.2875542
20.84542271,0.36382126,0.010860217,-376.7473633
20.89044522,0.364607051,0.010844014,-376.2063028
20.93546773,0.365392842,0.010827783,-375.6643743
20.98049025,0.366178633,0.010811523,-375.1215796
21.02551276,0.366964425,0.010795235,-374.5779203
21.07053527,0.367750216,0.010778918,-374.033398
21.11555778,0.368536007,0.010762573,-373.4880144
21.16058029,0.369321798,0.0107462,-372.941771
21.2056028,0.370107589,0.010729798,-372.3946696
21.25062531,0.37089338,0.010713368,-371.8467117
21.29564782,0.371679171,0.01069691,-371.2978991
21.34067034,0.372464962,0.010680424,-370.7482334
21.38569285,0.373250753,0.010663909,-370.1977162
21.43071536,0.374036544,0.010647366,-369.6463491
21.47573787,0.374822335,0.010630796,-369.0941338
21.52076038,0.375608126,0.010614197,-368.541072
21.56578289,0.376393917,0.01059757,-367.9871652
21.6108054,0.377179708,0.010580915,-367.4324152
21.65582791,0.377965499,0.010564233,-366.8768235
21.70085043,0.37875129,0.010547522,-366.3203919
21.74587294,0.379537081,0.010530784,-365.7631218
21.79089545,0.380322873,0.010514018,-365.2050151
21.83591796,0.381108664,0.010497224,-364.6460734
21.88094047,0.381894455,0.010480402,-364.0862982
21.92596298,0.382680246,0.010463553,-363.5256912
21.97098549,0.383466037,0.010446676,-362.9642541
22.016008,0.384251828,0.010429772,-362.4019885
22.06103052,0.385037619,0.01041284,-361.8388961
22.10605303,0.38582341,0.01039588,-361.2749785
22.15107554,0.386609201,0.010378893,-360.7102372
22.19609805,0.387394992,0.010361879,-360.1446741
22.24112056,0.388180783,0.010344838,-359.5782907
22.28614307,0.388966574,0.010327768,-359.0110887
22.33116558,0.389752365,0.010310672,-358.4430697
22.37618809,0.390538156,0.010293549,-357.8742353
22.42121061,0.391323947,0.010276398,-357.3045872
22.46623312,0.392109738,0.01025922,-356.734127
22.51125563,0.392895529,0.010242015,-356.1628565
22.55627814,0.393681321,0.010224783,-355.5907771
22.60130065,0.394467112,0.010207524,-355.0178906
22.64632316,0.395252903,0.010190238,-354.4441987
22.69134567,0.396038694,0.010172925,-353.8697028
22.73636818,0.396824485,0.010155585,-353.2944048
22.7813907,0.397610276,0.010138218,-352.7183062
22.82641321,0.398396067,0.010120824,-352.1414087
22.87143572,0.399181858,0.010103404,-351.5637139
22.91645823,0.399967649,0.010085957,-350.9852234
22.96148074,0.40075344,0.010068483,-350.405939
23.00650325,0.401539231,0.010050982,-349.8258622
23.05152576,0.402325022,0.010033455,-349.2449947
23.09654827,0.403110813,0.010015901,-348.6633382
23.14157079,0.403896604,0.009998321,-348.0808942
23.1865933,0.404682395,0.009980715,-347.4976645
23.23161581,0.405468186,0.009963082,-346.9136506
23.27663832,0.406253977,0.009945422,-346.3288542
23.32166083,0.407039769,0.009927736,-345.7432769
23.36668334,0.40782556,0.009910024,-345.1569205
23.41170585,0.408611351,0.009892286,-344.5697864
23.45672836,0.409397142,0.009874521,-343.9818765
23.50175088,0.410182933,0.00985673,-343.3931923
23.54677339,0.410968724,0.009838913,-342.8037354
23.5917959,0.411754515,0.00982107,-342.2135076
23.63681841,0.412540306,0.009803201,-341.6225103
23.68184092,0.413326097,0.009785306,-341.0307454
23.72686343,0.414111888,0.009767385,-340.4382144
23.77188594,0.414897679,0.009749439,-339.844919
23.81690845,0.41568347,0.009731466,-339.2508608
23.86193097,0.416469261,0.009713467,-338.6560415
23.90695348,0.417255052,0.009695443,-338.0604626
23.95197599,0.418040843,0.009677393,-337.4641259
23.9969985,0.418826634,0.009659317,-336.867033
24.04202101,0.419612425,0.009641216,-336.2691856
24.08704352,0.420398217,0.009623089,-335.6705852
24.13206603,0.421184008,0.009604936,-335.0712335
24.17708854,0.421969799,0.009586758,-334.4711322
24.22211106,0.42275559,0.009568555,-333.8702829
24.26713357,0.423541381,0.009550326,-333.2686872
24.31215608,0.424327172,0.009532071,-332.6663468
24.35717859,0.425112963,0.009513792,-332.0632633
24.4022011,0.425898754,0.009495487,-331.4594385
24.44722361,0.426684545,0.009477156,-330.8548738
24.49224612,0.427470336,0.009458801,-330.249571
24.53726863,0.428256127,0.009440421,-329.6435317
24.58229115,0.429041918,0.009422015,-329.0367575
24.62731366,0.429827709,0.009403584,-328.4292501
24.67233617,0.4306135,0.009385129,-327.8210112
24.71735868,0.431399291,0.009366648,-327.2120423
24.76238119,0.432185082,0.009348142,-326.6023451
24.8074037,0.432970873,0.009329612,-325.9919213
24.85242621,0.433756665,0.009311057,-325.3807725
24.89744872,0.434542456,0.009292477,-324.7689004
24.94247124,0.435328247,0.009273872,-324.1563065
24.98749375,0.436114038,0.009255242,-323.5429926
25.03251626,0.436899829,0.009236588,-322.9289602
25.07753877,0.43768562,0.009217909,-322.314211
25.12256128,0.438471411,0.009199206,-321.6987467
25.16758379,0.439257202,0.009180478,-321.0825689
25.2126063,0.440042993,0.009161726,-320.4656792
25.25762881,0.440828784,0.009142949,-319.8480794
25.30265133,0.441614575,0.009124148,-319.2297709
25.34767384,0.442400366,0.009105323,-318.6107555
25.39269635,0.443186157,0.009086473,-317.9910348
25.43771886,0.443971948,0.009067599,-317.3706105
25.48274137,0.444757739,0.009048701,-316.7494842
25.52776388,0.44554353,0.009029778,-316.1276575
25.57278639,0.446329321,0.009010832,-315.5051321
25.6178089,0.447115113,0.008991862,-314.8819097
25.66283142,0.447900904,0.008972867,-314.2579918
25.70785393,0.448686695,0.008953849,-313.6333801
25.75287644,0.449472486,0.008934807,-313.0080762
25.79789895,0.450258277,0.00891574,-312.3820819
25.84292146,0.451044068,0.008896651,-311.7553987
25.88794397,0.451829859,0.008877537,-311.1280283
25.93296648,0.45261565,0.008858399,-310.4999723
25.97798899,0.453401441,0.008839238,-309.8712324
26.02301151,0.454187232,0.008820053,-309.2418102
26.06803402,0.454973023,0.008800845,-308.6117073
26.11305653,0.455758814,0.008781613,-307.9809255
26.15807904,0.456544605,0.008762358,-307.3494662
26.20310155,0.457330396,0.008743079,-306.7173313
26.24812406,0.458116187,0.008723777,-306.0845223
26.29314657,0.458901978,0.008704452,-305.4510408
26.33816908,0.459687769,0.008685103,-304.8168886
26.3831916,0.460473561,0.008665731,-304.1820672
26.42821411,0.461259352,0.008646335,-303.5465783
26.47323662,0.462045143,0.008626917,-302.9104235
26.51825913,0.462830934,0.008607475,-302.2736046
26.56328164,0.463616725,0.008588011,-301.636123
26.60830415,0.464402516,0.008568523,-300.9979805
26.65332666,0.465188307,0.008549013,-300.3591788
26.69834917,0.465974098,0.008529479,-299.7197193
26.74337169,0.466759889,0.008509923,-299.0796039
26.7883942,0.46754568,0.008490344,-298.4388341
26.83341671,0.468331471,0.008470742,-297.7974116
26.87843922,0.469117262,0.008451117,-297.155338
26.92346173,0.469903053,0.00843147,-296.512615
26.96848424,0.470688844,0.0084118,-295.8692441
27.01350675,0.471474635,0.008392108,-295.2252272
27.05852926,0.472260426,0.008372393,-294.5805657
27.10355178,0.473046217,0.008352655,-293.9352613
27.14857429,0.473832009,0.008332895,-293.2893158
27.1935968,0.4746178,0.008313113,-292.6427306
27.23861931,0.475403591,0.008293308,-291.9955076
27.28364182,0.476189382,0.008273481,-291.3476482
27.32866433,0.476975173,0.008253632,-290.6991542
27.37368684,0.477760964,0.008233761,-290.0500271
27.41870935,0.478546755,0.008213867,-289.4002687
27.46373187,0.479332546,0.008193952,-288.7498806
27.50875438,0.480118337,0.008174014,-288.0988644
27.55377689,0.480904128,0.008154054,-287.4472218
27.5987994,0.481689919,0.008134073,-286.7949543
27.64382191,0.48247571,0.008114069,-286.1420638
27.68884442,0.483261501,0.008094044,-285.4885517
27.73386693,0.484047292,0.008073997,-284.8344197
27.77888944,0.484833083,0.008053928,-284.1796695
27.82391196,0.485618874,0.008033837,-283.5243028
27.86893447,0.486404665,0.008013725,-282.8683211
27.91395698,0.487190457,0.007993591,-282.2117261
27.95897949,0.487976248,0.007973436,-281.5545194
28.004002,0.488762039,0.007953259,-280.8967027
28.04902451,0.48954783,0.007933061,-280.2382777
28.09404702,0.490333621,0.007912841,-279.579246
28.13906953,0.491119412,0.0078926,-278.9196091
28.18409205,0.491905203,0.007872338,-278.2593689
28.22911456,0.492690994,0.007852054,-277.5985268
28.27413707,0.493476785,0.00783175,-276.9370846
28.31915958,0.494262576,0.007811424,-276.2750438
28.36418209,0.495048367,0.007791077,-275.6124062
28.4092046,0.495834158,0.007770708,-274.9491734
28.45422711,0.496619949,0.007750319,-274.285347
28.49924962,0.49740574,0.007729909,-273.6209286
28.54427214,0.498191531,0.007709478,-272.95592
28.58929465,0.498977322,0.007689027,-272.2903227
28.63431716,0.499763113,0.007668554,-271.6241384
28.67933967,0.500548905,0.007648061,-270.9573687
28.72436218,0.501334696,0.007627547,-270.2900153
28.76938469,0.502120487,0.007607012,-269.6220798
28.8144072,0.502906278,0.007586457,-268.9535638
28.85942971,0.503692069,0.007565881,-268.2844691
28.90445223,0.50447786,0.007545284,-267.6147972
28.94947474,0.505263651,0.007524668,-266.9445498
